,appearences,assists,blocks,captain,dispossesed,goals,hit_post,injured,inside_box_saves,interceptions,lineups,minutes,number,player_id,position_id,redcards,saves,substitute_in,substitute_out,substitutes_on_bench,tackles,yellowcards,yellowred
4,10,0,,0,,0,,FALSE,,,10,900,4,127697,2,0,,0,0,0,,4,0
5,9,0,,0,,0,,FALSE,,,9,743,6,169195,2,0,,0,1,0,,1,0
6,2,0,,0,,0,,FALSE,,,1,157,13,129211,2,0,,1,0,9,,1,0
7,0,0,,0,,0,,FALSE,,,0,0,14,96793,2,0,,0,0,1,,0,0
8,7,0,,0,,0,,FALSE,,,5,392,19,169628,2,0,,2,3,4,,2,0
9,10,0,,0,,0,,FALSE,,,10,900,24,158937,2,0,,0,0,0,,1,0
10,5,1,,0,,0,,FALSE,,,1,109,5,169231,3,0,,4,1,6,,0,0
11,0,0,,0,,0,,FALSE,,,0,0,8,169826,3,0,,0,0,0,,0,0
12,10,2,,0,,1,,FALSE,,,6,589,17,169659,3,0,,4,5,4,,1,0
13,8,0,,0,,0,,FALSE,,,7,567,20,169183,3,0,,1,2,1,,4,1
14,6,0,,0,,0,,FALSE,,,6,508,21,1426,3,0,,0,1,0,,2,0
15,7,0,,0,,1,,FALSE,,,7,599,28,60270,3,1,,0,1,0,,1,0
16,10,1,,0,,2,,FALSE,,,10,868,35,169189,3,0,,0,2,0,,2,0
17,4,0,,0,,0,,FALSE,,,3,299,44,30903,3,0,,1,1,6,,0,0
18,2,0,,0,,0,,FALSE,,,0,5,99,92362,3,0,,2,0,3,,0,0
19,10,2,,0,,3,,FALSE,,,10,895,7,158464,4,0,,0,3,0,,3,0
20,4,0,,0,,0,,FALSE,,,0,10,10,590,4,0,,4,0,10,,0,0
21,5,0,,0,,1,,FALSE,,,2,206,11,169563,4,0,,3,2,6,,0,0
22,10,0,,0,,3,,FALSE,,,8,688,23,1651,4,0,,2,3,2,,1,0
0,10,0,,0,,0,,FALSE,,,10,930,1,31342,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,25,32171,1,0,,0,0,10,,0,0
2,10,0,,0,,0,,FALSE,,,10,900,5,31708,2,0,,0,1,0,,3,0
3,4,0,,0,,1,,FALSE,,,1,172,14,31135,2,0,,3,0,3,,2,0
4,5,0,,0,,0,,FALSE,,,3,272,16,32157,2,0,,2,2,4,,1,0
5,5,0,,0,,0,,FALSE,,,4,385,17,30193,2,0,,1,0,4,,2,0
6,5,0,,0,,0,,FALSE,,,5,469,18,32170,2,0,,0,0,4,,3,1
7,9,0,,0,,0,,FALSE,,,9,785,21,30958,2,0,,0,2,0,,3,1
8,6,0,,0,,1,,FALSE,,,4,349,26,31714,2,0,,2,1,3,,2,0
9,4,0,,0,,0,,FALSE,,,4,390,,29635,2,0,,0,0,3,,1,0
10,0,0,,0,,0,,FALSE,,,0,0,,32304,2,0,,0,0,1,,0,0
11,4,0,,0,,0,,FALSE,,,2,224,3,30892,3,0,,2,0,5,,0,0
12,6,0,,0,,0,,FALSE,,,3,317,6,29543,3,0,,3,2,3,,0,0
13,7,0,,0,,0,,FALSE,,,7,586,8,31144,3,0,,0,5,0,,1,0
14,10,4,,0,,3,,FALSE,,,10,917,10,31825,3,0,,0,3,0,,1,0
15,1,0,,0,,0,,FALSE,,,0,20,15,31709,3,0,,1,0,5,,1,0
16,6,0,,0,,0,,FALSE,,,1,125,19,32158,3,0,,5,1,7,,0,0
17,7,1,,0,,0,,FALSE,,,7,660,27,29542,3,0,,0,0,0,,1,0
18,0,0,,0,,0,,FALSE,,,0,0,35,32237,3,0,,0,0,4,,0,0
19,10,3,,0,,1,,FALSE,,,10,885,38,31344,3,0,,0,4,0,,2,0
20,10,0,,0,,5,,FALSE,,,9,785,7,4313,4,0,,1,2,1,,0,0
21,9,0,,0,,0,,FALSE,,,3,335,9,31771,4,0,,6,3,7,,0,0
22,10,2,,0,,4,,FALSE,,,7,667,11,29807,4,0,,3,3,3,,2,0
23,2,0,,0,,0,,FALSE,,,1,46,,31571,4,0,,1,1,3,,0,0
0,6,0,,0,,0,,FALSE,,,6,570,24,4257,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,95,130208,1,0,,0,0,6,,0,0
2,6,0,,0,,1,,FALSE,,,6,570,2,156771,2,0,,0,0,0,,1,0
3,6,0,,0,,0,,FALSE,,,6,570,4,33131,2,0,,0,0,0,,0,0
4,6,0,,0,,0,,FALSE,,,2,310,8,164753,2,0,,4,0,4,,2,0
5,0,0,,0,,0,,FALSE,,,0,0,13,164439,2,0,,0,0,1,,0,0
6,6,0,,0,,0,,FALSE,,,6,517,14,163888,2,0,,0,1,0,,3,0
7,3,0,,0,,0,,FALSE,,,1,119,22,52826,2,0,,2,1,5,,1,0
8,6,0,,0,,0,,FALSE,,,6,570,33,109195,2,0,,0,0,0,,1,0
9,5,1,,0,,2,,FALSE,,,5,445,7,62894,3,0,,0,2,0,,3,0
10,5,1,,0,,0,,FALSE,,,5,357,10,163603,3,0,,0,2,0,,1,0
11,6,0,,0,,1,,FALSE,,,6,570,11,70722,3,0,,0,0,0,,1,0
12,6,0,,0,,2,,FALSE,,,2,287,12,62905,3,0,,4,2,4,,0,0
13,5,0,,0,,0,,FALSE,,,5,336,18,23501,3,0,,0,5,1,,0,0
14,2,0,,0,,0,,FALSE,,,2,210,21,25846,3,0,,0,0,0,,1,0
15,0,0,,0,,0,,FALSE,,,0,0,26,78495,3,0,,0,0,4,,0,0
16,1,0,,0,,0,,FALSE,,,0,19,27,165123,3,0,,1,0,2,,0,0
17,5,1,,0,,0,,FALSE,,,5,448,77,8011,3,0,,0,3,0,,0,0
18,2,0,,0,,0,,FALSE,,,0,3,97,165111,3,0,,2,0,5,,0,0
19,4,1,,0,,1,,FALSE,,,1,126,9,164903,4,0,,3,1,5,,1,0
20,1,0,,0,,0,,FALSE,,,0,19,19,164335,4,0,,1,0,1,,0,0
21,3,0,,0,,1,,FALSE,,,2,224,28,70739,4,0,,1,1,4,,0,0
0,0,0,,0,,0,,FALSE,,,0,0,16,136259,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,30,70284,1,0,,0,0,0,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,2,58237,2,0,,0,0,0,,0,0
3,2,0,,0,,0,,FALSE,,,2,180,3,136880,2,0,,0,0,0,,2,0
4,0,0,,0,,0,,FALSE,,,0,0,4,137379,2,0,,0,0,1,,0,0
5,2,0,,0,,0,,FALSE,,,2,180,32,136419,2,0,,0,0,0,,0,0
6,0,0,,0,,0,,FALSE,,,0,0,6,137292,3,0,,0,0,2,,0,0
7,2,0,,0,,0,,FALSE,,,1,128,7,102990,3,0,,1,0,1,,0,0
8,1,0,,0,,0,,FALSE,,,1,52,9,137022,3,0,,0,1,0,,0,0
9,1,0,,0,,0,,FALSE,,,0,17,10,136144,3,0,,1,0,1,,0,0
10,2,0,,0,,0,,FALSE,,,0,31,14,136635,3,0,,2,0,2,,0,0
11,2,0,,0,,0,,FALSE,,,2,137,17,137065,3,0,,0,2,0,,0,0
12,2,0,,0,,0,,FALSE,,,2,162,27,137104,3,0,,0,1,0,,1,0
13,0,0,,0,,0,,FALSE,,,0,0,28,136264,3,0,,0,0,2,,0,0
14,2,0,,0,,0,,FALSE,,,2,180,77,75984,3,0,,0,0,0,,1,0
15,2,0,,0,,0,,FALSE,,,2,180,5,136460,4,0,,0,0,0,,0,0
16,2,0,,0,,0,,FALSE,,,1,108,18,49756,4,0,,1,0,1,,0,0
17,2,0,,0,,0,,FALSE,,,1,116,20,54680,4,0,,1,0,1,,0,0
18,0,0,,0,,0,,FALSE,,,0,0,21,136427,4,0,,0,0,1,,0,0
19,2,0,,0,,0,,FALSE,,,2,149,22,136326,4,0,,0,2,0,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,49842,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,88,50312,1,0,,0,0,2,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,2,50572,2,0,,0,0,1,,0,0
3,2,0,,0,,0,,FALSE,,,2,180,3,49810,2,0,,0,0,0,,1,0
4,1,0,,0,,0,,FALSE,,,1,90,4,49811,2,0,,0,0,0,,0,0
5,2,0,,0,,0,,FALSE,,,2,180,5,49848,2,0,,0,0,0,,0,0
6,0,0,,0,,0,,FALSE,,,0,0,6,50602,2,0,,0,0,2,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,20,50460,2,0,,0,0,2,,0,0
8,2,0,,0,,0,,FALSE,,,2,98,21,137362,2,0,,0,2,0,,1,0
9,2,0,,0,,0,,FALSE,,,2,180,25,50272,2,0,,0,0,0,,1,0
10,2,0,,0,,0,,FALSE,,,2,180,7,49808,3,0,,0,0,0,,0,0
11,2,0,,0,,0,,FALSE,,,1,121,8,49816,3,0,,1,0,1,,0,0
12,2,0,,0,,2,,FALSE,,,2,180,13,49804,3,0,,0,0,0,,1,0
13,2,0,,0,,0,,FALSE,,,0,12,14,50073,3,0,,2,0,2,,0,0
14,2,0,,0,,0,,FALSE,,,1,107,18,49803,3,0,,1,0,1,,0,0
15,1,0,,0,,1,,FALSE,,,0,44,22,50469,3,0,,1,0,2,,1,0
16,2,0,,0,,0,,FALSE,,,1,143,9,49802,4,0,,1,2,1,,1,0
17,2,0,,0,,0,,FALSE,,,2,105,10,50134,4,0,,0,2,0,,1,0
18,2,0,,0,,0,,FALSE,,,2,158,15,50249,4,0,,0,0,0,,1,1
0,8,0,,0,,0,,FALSE,,,8,720,1,185283,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,13,186309,1,0,,0,0,8,,0,0
2,7,1,,0,,0,,FALSE,,,7,630,4,186299,2,0,,0,0,0,,1,0
3,8,1,,0,,0,,FALSE,,,7,674,10,185272,2,0,,1,0,1,,0,0
4,3,0,,0,,0,,FALSE,,,2,197,15,184924,2,0,,1,2,6,,1,0
5,8,0,,0,,0,,FALSE,,,8,720,24,185544,2,0,,0,0,0,,1,0
6,2,0,,0,,0,,FALSE,,,2,122,,185892,2,0,,0,1,2,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,,185578,2,0,,0,0,2,,0,0
8,0,0,,0,,0,,FALSE,,,0,0,,186653,2,0,,0,0,2,,0,0
9,1,0,,0,,0,,FALSE,,,0,1,5,186300,3,0,,1,0,5,,0,0
10,7,0,,0,,2,,FALSE,,,5,426,6,185498,3,0,,2,1,3,,1,0
11,7,2,,0,,0,,FALSE,,,6,467,7,185924,3,0,,1,4,1,,1,0
12,7,0,,0,,0,,FALSE,,,7,629,8,185500,3,0,,0,1,1,,2,0
13,6,0,,0,,1,,FALSE,,,4,338,11,185855,3,0,,2,3,2,,0,0
14,8,2,,0,,1,,FALSE,,,6,513,14,185269,3,0,,2,4,2,,3,0
15,8,0,,0,,0,,FALSE,,,8,659,17,185907,3,0,,0,2,0,,2,0
16,6,0,,0,,0,,FALSE,,,4,435,18,185288,3,0,,2,0,3,,4,0
17,1,0,,0,,0,,FALSE,,,0,15,23,186704,3,0,,1,0,1,,0,0
18,3,1,,0,,0,,FALSE,,,0,34,29,186322,3,0,,3,0,4,,1,0
19,7,1,,0,,1,,FALSE,,,5,516,19,185275,4,0,,2,3,3,,0,0
20,7,0,,0,,3,,FALSE,,,5,430,20,184788,4,0,,2,2,2,,1,0
21,4,0,,0,,1,,FALSE,,,3,271,22,186316,4,0,,1,1,4,,0,0
22,1,0,,0,,0,,FALSE,,,0,13,,185267,4,0,,1,0,1,,1,0
23,3,1,,0,,0,,FALSE,,,1,110,,185659,4,0,,2,0,3,,1,0
0,3,0,,0,,0,,FALSE,,,3,270,13,1443,1,0,,0,0,3,,0,0
1,5,0,,0,,0,,FALSE,,,5,450,33,84,1,0,,0,0,2,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,49,4307,1,0,,0,0,3,,0,0
3,3,0,,0,,0,0,FALSE,,,2,188,2,1315,2,0,,1,0,4,,0,0
4,5,0,,0,,0,,FALSE,,,2,212,3,732,2,0,,3,1,6,,0,0
5,6,0,,0,,0,,FALSE,,,5,483,4,806,2,0,,1,0,2,,0,0
6,4,0,,0,,0,,FALSE,,,4,360,5,1441,2,0,,0,0,2,,2,0
7,7,0,,0,,0,,FALSE,,,7,597,6,716,2,0,,0,1,1,,0,0
8,6,1,,0,,0,,FALSE,,,6,540,18,1303,2,0,,0,0,2,,2,0
9,3,0,,0,,0,,FALSE,,,0,11,21,1177,2,0,,3,0,7,,0,0
10,6,1,,0,,0,,FALSE,,,6,528,24,1899,2,0,,0,2,0,,0,0
11,1,0,,0,,0,,FALSE,,,1,64,8,307,3,0,,0,1,1,,0,0
12,8,0,,0,,2,,FALSE,,,8,720,11,1430,3,0,,0,0,0,,2,0
13,5,0,,0,,0,,FALSE,,,3,237,15,850,3,0,,2,2,2,,0,0
14,5,1,,0,,0,,FALSE,,,3,290,16,569,3,0,,2,1,2,,1,0
15,5,1,,0,,0,,FALSE,,,5,439,19,809,3,0,,0,2,0,,0,0
16,4,0,,0,,0,,FALSE,,,3,233,20,480,3,0,,1,1,3,,1,0
17,6,0,,0,,0,,FALSE,,,4,393,34,835,3,0,,2,2,2,,0,0
18,1,0,,0,,1,,FALSE,,,1,90,35,1891,3,0,,0,0,0,,0,0
19,2,0,,0,,0,,FALSE,,,1,77,45,1881,3,0,,1,1,2,,0,0
20,0,0,,0,,0,,FALSE,,,0,0,54,4415,3,0,,0,0,2,,0,0
21,7,0,,0,,5,,FALSE,,,5,388,12,798,4,0,,2,4,2,,4,1
22,6,1,,0,,2,,FALSE,,,3,319,14,53,4,0,,3,2,3,,0,0
23,7,5,,0,,3,,FALSE,,,7,622,17,1300,4,0,,0,1,0,,2,0
24,2,0,,0,,0,,FALSE,,,1,91,23,627,4,0,,1,1,1,,0,0
25,5,2,,0,,0,0,FALSE,,,3,268,28,1345,4,0,,2,2,4,,2,0
0,0,0,,0,,0,,FALSE,,,0,0,55,129477,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,99,129456,1,0,,0,0,0,,0,0
2,2,0,,0,,0,,FALSE,,,2,179,3,24015,2,0,,0,1,0,,0,0
3,2,0,,0,,0,,FALSE,,,0,21,6,95462,2,0,,2,0,2,,0,0
4,2,0,,0,,0,,FALSE,,,2,180,8,128695,2,0,,0,0,0,,0,0
5,1,0,,0,,0,,FALSE,,,1,56,26,128524,2,0,,0,1,0,,0,0
6,0,0,,0,,0,,FALSE,,,0,0,29,127657,2,0,,0,0,2,,0,0
7,2,0,,0,,0,,FALSE,,,2,158,33,129708,2,0,,0,0,0,,2,1
8,1,0,,0,,0,,FALSE,,,0,8,7,1252,3,0,,1,0,1,,0,0
9,2,0,,0,,0,,FALSE,,,2,160,10,129454,3,0,,0,1,0,,0,0
10,2,0,,0,,0,,FALSE,,,2,180,16,128838,3,0,,0,0,0,,1,0
11,2,0,,0,,0,,FALSE,,,2,180,19,128868,3,0,,0,0,0,,1,0
12,1,0,,0,,0,,FALSE,,,1,90,20,60342,3,0,,0,0,0,,0,0
13,1,0,,0,,0,,FALSE,,,0,37,21,62511,3,0,,1,0,2,,1,0
14,2,0,,0,,0,,FALSE,,,2,135,23,129101,3,0,,0,2,0,,0,0
15,0,0,,0,,0,,FALSE,,,0,0,32,129476,3,0,,0,0,2,,0,0
16,2,0,,0,,0,,FALSE,,,2,180,87,128451,3,0,,0,0,0,,0,0
17,1,0,,0,,0,,FALSE,,,1,46,11,29560,4,0,,0,1,0,,0,0
18,2,0,,0,,1,,FALSE,,,1,134,14,129453,4,0,,1,0,1,,0,0
19,1,0,,0,,0,,FALSE,,,0,34,88,25356,4,0,,1,0,2,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,52453,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,34,33135,1,0,,0,0,2,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,2,32583,2,0,,0,0,0,,0,0
3,2,0,,0,,0,,FALSE,,,2,168,3,52676,2,0,,0,1,0,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,4,33685,2,0,,0,0,1,,0,0
5,0,0,,0,,0,,FALSE,,,0,0,5,52573,2,0,,0,0,1,,0,0
6,2,0,,0,,1,,FALSE,,,2,180,17,51517,2,0,,0,0,0,,1,0
7,2,0,,0,,0,,FALSE,,,0,12,22,52387,2,0,,2,0,2,,0,0
8,2,0,,0,,1,,FALSE,,,2,180,36,32647,2,0,,0,0,0,,0,0
9,2,0,,0,,0,,FALSE,,,2,180,8,32640,3,0,,0,0,0,,2,0
10,2,0,,0,,0,,FALSE,,,2,180,14,52294,3,0,,0,0,0,,0,0
11,2,0,,0,,0,,FALSE,,,2,175,20,35226,3,0,,0,2,0,,0,0
12,2,1,,0,,0,,FALSE,,,2,180,24,51278,3,0,,0,0,0,,1,0
13,0,0,,0,,0,,FALSE,,,0,0,27,52585,3,0,,0,0,2,,0,0
14,1,0,,0,,0,,FALSE,,,1,76,9,6309,4,0,,0,1,0,,0,0
15,2,0,,0,,0,,FALSE,,,1,117,11,35285,4,0,,1,0,1,,0,0
16,1,0,,0,,0,,FALSE,,,0,5,15,35011,4,0,,1,0,1,,0,0
17,0,0,,0,,0,,FALSE,,,0,0,18,52671,4,0,,0,0,1,,0,0
18,1,0,,0,,0,,FALSE,,,0,14,19,32296,4,0,,1,0,1,,0,0
19,2,0,,0,,0,,FALSE,,,2,140,37,52672,4,0,,0,2,0,,0,0
20,1,0,,0,,0,,FALSE,,,0,13,46,34529,4,0,,1,0,2,,0,0
0,6,0,,0,,0,,FALSE,,,6,540,1,35,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,26,30823,1,0,,0,0,6,,0,0
2,4,0,,0,,0,,FALSE,,,4,360,3,172369,2,0,,0,0,2,,2,0
3,3,0,,0,,0,,FALSE,,,0,56,4,124064,2,0,,3,0,6,,1,0
4,5,0,,0,,0,,FALSE,,,5,450,5,1743,2,0,,0,0,0,,2,0
5,6,0,,0,,2,,FALSE,,,6,532,20,1439,2,0,,0,1,0,,1,0
6,3,0,,0,,1,,FALSE,,,3,270,21,7027,2,0,,0,0,1,,0,0
7,1,0,,0,,0,,FALSE,,,1,90,22,6495,2,0,,0,0,2,,0,0
8,5,0,,0,,0,,FALSE,,,5,402,23,150122,2,0,,0,2,0,,0,0
9,6,0,,0,,2,,FALSE,,,6,501,6,123913,3,0,,0,2,0,,1,0
10,6,0,,0,,0,,FALSE,,,6,540,8,171725,3,0,,0,0,0,,1,0
11,6,0,,0,,0,,FALSE,,,6,406,14,172357,3,0,,0,5,0,,0,0
12,3,1,,0,,0,,FALSE,,,0,65,15,2091,3,0,,3,0,4,,1,0
13,5,0,,0,,0,,FALSE,,,3,298,16,172505,3,0,,2,1,2,,0,0
14,1,0,,0,,0,,FALSE,,,0,8,18,172630,3,0,,1,0,6,,0,0
15,6,2,,0,,2,,FALSE,,,6,540,25,7007,3,0,,0,0,0,,3,0
16,5,0,,0,,0,,FALSE,,,3,261,49,172104,3,0,,2,2,3,,1,0
17,6,0,,0,,0,,FALSE,,,4,337,7,5053,4,0,,2,4,2,,1,0
18,6,0,,0,,3,,FALSE,,,2,268,9,3883,4,0,,4,1,4,,1,0
19,1,0,,0,,0,,FALSE,,,0,16,10,25,4,0,,1,0,2,,0,0
20,0,0,,0,,0,,FALSE,,,0,0,12,61119,4,0,,0,0,1,,0,0
0,6,0,,0,,0,,FALSE,7,,6,540,1,95617,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,30,95779,1,0,,0,0,6,,0,0
2,5,0,,0,,0,,FALSE,,,5,450,2,1425,2,0,,0,0,0,,1,0
3,3,0,,0,,0,,FALSE,,,3,270,3,95095,2,0,,0,0,0,,1,0
4,1,0,,0,,0,,FALSE,,,0,13,4,95446,2,0,,1,0,2,,0,0
5,2,0,,0,,0,,FALSE,,,2,180,5,94525,2,0,,0,0,2,,0,0
6,4,1,,0,,1,,FALSE,,,3,285,13,94043,2,0,,1,1,1,,0,0
7,4,0,,0,,0,,FALSE,,,4,348,15,94109,2,0,,0,1,2,,0,0
8,5,0,,0,,0,,FALSE,,,4,338,20,649,2,0,,1,2,1,,1,0
9,0,0,,0,,0,,FALSE,,,0,0,22,96041,2,0,,0,0,1,,0,0
10,4,0,,0,,0,,FALSE,,,4,360,23,95496,2,0,,0,0,0,,2,0
11,1,0,,0,,0,0,FALSE,,,1,70,7,95131,3,0,,0,1,0,,0,0
12,6,1,,0,,0,,FALSE,,,6,540,8,96122,3,0,,0,0,0,,1,0
13,5,0,,0,,1,,FALSE,,,3,297,12,95698,3,0,,2,3,2,,3,0
14,4,0,,0,,0,,FALSE,,,3,223,14,96740,3,0,,1,3,2,,0,0
15,2,0,,0,,0,,FALSE,,,1,73,17,87,3,0,,1,1,5,,1,0
16,5,1,,0,,0,,FALSE,,,5,450,19,94415,3,0,,0,0,0,,0,0
17,5,1,,0,,0,,FALSE,,,5,432,21,95108,3,0,,0,0,0,,3,1
18,0,0,,0,,0,,FALSE,,,0,0,28,572,3,0,,0,0,5,,0,0
19,6,0,,0,,0,,FALSE,,,2,193,9,96058,4,0,,4,2,4,,0,0
20,6,0,,0,,2,,FALSE,,,6,501,10,95334,4,0,,0,3,0,,0,0
21,4,1,,0,,0,,FALSE,,,1,125,11,95860,4,0,,3,1,3,,0,0
22,2,0,,0,,0,,FALSE,,,1,111,26,96594,4,0,,1,0,1,,1,0
23,4,0,,0,,1,,FALSE,,,1,123,27,96642,4,0,,3,0,5,,0,0
0,0,0,,0,,0,,FALSE,,,0,0,13,186345,1,0,,0,0,6,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,25,62317,1,0,,0,0,2,,0,0
2,6,0,,0,,0,,FALSE,,,6,540,26,186619,1,0,,0,0,0,,1,0
3,6,0,,0,,1,,FALSE,,,5,459,2,160956,2,0,,1,1,2,,1,0
4,3,0,,0,,0,,FALSE,,,3,260,3,159498,2,1,,0,0,2,,1,0
5,7,0,,0,,0,,FALSE,,,7,630,5,3817,2,0,,0,0,0,,4,0
6,1,0,,0,,0,,FALSE,,,1,90,6,96215,2,0,,0,0,4,,0,0
7,7,1,,0,,0,,FALSE,,,7,630,14,186337,2,0,,0,0,0,,1,0
8,3,0,,0,,0,,FALSE,,,3,270,19,1721,2,0,,0,0,3,,0,0
9,4,0,,0,,0,,FALSE,,,4,329,,31464,2,0,,0,1,0,,1,0
10,3,0,,0,,0,,FALSE,,,2,211,,159396,2,0,,1,0,3,,0,0
11,7,1,,0,,3,,FALSE,,,7,591,8,4852,3,0,,0,2,0,,2,0
12,8,0,,0,,1,,FALSE,,,8,698,10,1988,3,0,,0,1,0,,2,0
13,7,2,,0,,0,,FALSE,,,2,284,11,185456,3,0,,5,1,5,,1,0
14,5,0,,0,,0,,FALSE,,,1,96,12,64274,3,0,,4,1,6,,0,0
15,7,0,,0,,0,,FALSE,,,7,514,15,158927,3,0,,0,5,1,,3,0
16,7,0,,0,,0,,FALSE,,,5,469,18,185137,3,0,,2,2,3,,1,0
17,3,0,,0,,0,,FALSE,,,2,142,20,129798,3,0,,1,2,3,,0,0
18,4,0,,0,,1,,FALSE,,,2,251,21,159372,3,0,,2,0,2,,2,0
19,0,0,,0,,0,,FALSE,,,0,0,,187062,3,0,,0,0,1,,0,0
20,0,0,,0,,0,,FALSE,,,0,0,,187064,3,0,,0,0,1,,0,0
21,5,0,,0,,1,,FALSE,,,3,273,7,1428,4,0,,2,2,2,,0,0
22,7,1,,0,,0,,FALSE,,,5,492,9,186095,4,0,,2,2,3,,1,0
23,5,0,,0,,1,,FALSE,,,2,215,17,793,4,0,,3,1,3,,0,0
24,4,0,,0,,0,,FALSE,,,3,230,22,186583,4,0,,1,2,4,,2,0
25,1,0,,0,,0,,FALSE,,,1,56,,186965,4,0,,0,1,0,,1,0
0,3,0,,0,,0,,FALSE,,,3,270,1,62944,1,0,,0,0,1,,0,0
1,1,0,,0,,0,,FALSE,,,1,90,26,151557,1,0,,0,0,3,,0,0
2,4,0,,0,,0,,FALSE,,,2,203,4,150677,2,0,,2,0,2,,0,0
3,4,0,,0,,0,,FALSE,,,4,360,5,25839,2,0,,0,0,0,,0,0
4,3,1,,0,,0,,FALSE,,,3,246,14,150494,2,0,,0,1,1,,0,0
5,2,0,,0,,0,,FALSE,,,1,108,15,81852,2,0,,1,0,3,,0,0
6,0,0,,0,,0,,FALSE,,,0,0,18,150039,2,0,,0,0,1,,0,0
7,3,0,,0,,0,,FALSE,,,3,260,23,150231,2,0,,0,1,0,,1,0
8,4,0,,0,,0,,FALSE,,,4,342,25,4509,2,0,,0,0,0,,1,1
9,3,0,,0,,0,,FALSE,,,0,35,6,150076,3,0,,3,0,3,,0,0
10,3,0,,0,,0,,FALSE,,,3,261,7,24486,3,0,,0,1,1,,0,0
11,1,0,,0,,0,,FALSE,,,0,23,10,150856,3,0,,1,0,1,,0,0
12,4,0,,0,,1,,FALSE,,,4,311,16,75306,3,0,,0,3,0,,3,0
13,3,1,,0,,0,,FALSE,,,3,257,19,151252,3,0,,0,1,1,,1,0
14,1,0,,0,,0,,FALSE,,,0,17,21,151048,3,0,,1,0,4,,0,0
15,4,0,,0,,3,,FALSE,,,4,360,24,150759,3,0,,0,0,0,,0,0
16,4,0,,0,,1,,FALSE,,,3,244,9,150115,4,0,,1,3,1,,0,0
17,4,0,,0,,4,,FALSE,,,4,331,11,34942,4,0,,0,1,0,,0,0
18,2,0,,0,,0,,FALSE,,,0,51,20,150294,4,0,,2,0,4,,0,0
19,3,0,,0,,0,,FALSE,,,2,173,32,151210,4,0,,1,1,2,,0,0
0,4,0,,0,,0,,FALSE,,,4,360,1,154497,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,33,155137,1,0,,0,0,4,,0,0
2,4,0,,0,,1,,FALSE,,,4,360,3,155323,2,0,,0,0,0,,1,0
3,3,0,,0,,0,,FALSE,,,3,246,4,155134,2,1,,0,0,0,,1,0
4,3,0,,0,,0,,FALSE,,,3,270,5,4037,2,0,,0,0,1,,1,0
5,3,0,,0,,0,,FALSE,,,2,245,15,6005,2,0,,1,1,2,,1,0
6,2,0,,0,,0,,FALSE,,,1,111,21,155071,2,0,,1,0,3,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,26,155084,2,0,,0,0,2,,0,0
8,4,0,,0,,0,,FALSE,,,4,360,35,35270,2,0,,0,0,0,,1,0
9,4,0,,0,,0,,FALSE,,,4,360,6,153857,3,0,,0,0,0,,0,0
10,3,0,,0,,0,,FALSE,,,3,187,7,130011,3,0,,0,1,0,,2,0
11,4,1,,0,,0,,FALSE,,,4,336,8,153998,3,0,,0,2,0,,0,0
12,3,0,,0,,0,,FALSE,,,1,106,10,52617,3,0,,2,1,3,,1,0
13,4,0,,0,,1,,FALSE,,,4,318,19,90416,3,0,,0,3,0,,0,0
14,4,0,,0,,0,,FALSE,,,3,280,28,155129,3,0,,1,2,1,,1,0
15,1,0,,0,,0,,FALSE,,,0,18,55,108686,3,0,,1,0,4,,0,0
16,3,0,,0,,0,,FALSE,,,0,48,11,113047,4,0,,3,0,3,,0,0
17,4,0,,0,,2,,FALSE,,,3,252,18,30995,4,0,,1,1,1,,1,0
18,2,0,,0,,0,,FALSE,,,0,41,22,153649,4,0,,2,0,4,,0,0
19,1,0,,0,,0,,FALSE,,,1,38,24,155136,4,0,,0,1,0,,0,0
0,3,0,,0,,0,,FALSE,,,3,270,16,61385,1,0,,0,0,1,,0,0
1,1,0,,0,,0,,FALSE,,,1,90,38,60310,1,0,,0,0,1,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,41,63143,1,0,,0,0,2,,0,0
